DATA;KOD;KODROZ;KVK;KRK;KTFK;KEKV;KKD;KKF;KKFN;MONTH;SUMM;NOTE
01.01.2013;2;M6;0;0;0;0;18041300;0;1;0;12000;
01.01.2013;2;M7;0;0;0;0;18041300;0;1;0;12200;
01.01.2013;2;M8;0;0;0;0;18041300;0;1;0;700;
01.01.2013;2;M9;0;0;0;0;18041300;0;1;0;6100;
01.01.2013;2;M10;0;0;0;0;18041300;0;1;0;12000;
01.01.2013;2;M11;0;0;0;0;18041300;0;1;0;3041900;
01.01.2013;2;M12;0;0;0;0;18041300;0;1;0;3460700;
01.01.2013;12;M1;0;0;0;0;18041300;0;1;1;3143700;
01.01.2013;12;M2;0;0;0;0;18041300;0;1;2;2636000;
01.01.2013;12;M3;0;0;0;0;18041300;0;1;3;3238000;
01.01.2013;12;M4;0;0;0;0;18041300;0;1;4;2860000;
01.01.2013;12;M6;0;0;0;0;18041300;0;1;6;3193000;
01.01.2013;12;M7;0;0;0;0;18041300;0;1;7;3190000;
01.01.2013;12;M8;0;0;0;0;18041300;0;1;8;3082000;
01.01.2013;12;M9;0;0;0;0;18041300;0;1;9;3029000;
01.01.2013;12;M10;0;0;0;0;18041300;0;1;10;3043500;
01.01.2013;12;M11;0;0;0;0;18041300;0;1;11;3582200;
01.01.2013;12;M12;0;0;0;0;18041300;0;1;12;3041900;
01.01.2013;2;M2;0;0;0;0;18041000;0;1;0;3460700;
01.01.2013;2;M3;0;0;0;0;18041000;0;1;0;3143700;
01.01.2013;2;M4;0;0;0;0;18041000;0;1;0;2636000;
01.01.2013;2;M5;0;0;0;0;18041000;0;1;0;3238000;
01.01.2013;2;M7;0;0;0;0;18041000;0;1;0;2860000;
01.01.2013;2;M8;0;0;0;0;18041000;0;1;0;3193000;
01.01.2013;2;M9;0;0;0;0;18041000;0;1;0;3190000;
01.01.2013;2;M10;0;0;0;0;18041000;0;1;0;3082000;
01.01.2013;2;M11;0;0;0;0;18041000;0;1;0;3029000;
01.01.2013;2;M12;0;0;0;0;18041000;0;1;0;3043500;
01.01.2013;12;M2;0;0;0;0;18041000;0;1;2;3582200;
01.01.2013;12;M3;0;0;0;0;18041000;0;1;3;7436100;
01.01.2013;12;M4;0;0;0;0;18041000;0;1;4;7300000;
01.01.2013;12;M5;0;0;0;0;18041000;0;1;5;7360000;
01.01.2013;12;M7;0;0;0;0;18041000;0;1;7;6888000;
01.01.2013;12;M8;0;0;0;0;18041000;0;1;8;8415500;
01.01.2013;12;M9;0;0;0;0;18041000;0;1;9;6352000;
01.01.2013;12;M10;0;0;0;0;18041000;0;1;10;7320000;
01.01.2013;12;M11;0;0;0;0;18041000;0;1;11;7270000;
01.01.2013;12;M12;0;0;0;0;18041000;0;1;12;7275000;
01.01.2013;2;M1;0;0;0;0;18040900;0;1;0;6874000;
01.01.2013;2;M2;0;0;0;0;18040900;0;1;0;6195000;
01.01.2013;2;M5;0;0;0;0;18040900;0;1;0;9314400;
01.01.2013;2;M6;0;0;0;0;18040900;0;1;0;7436100;
01.01.2013;12;M1;0;0;0;0;18040900;0;1;1;7300000;
01.01.2013;12;M2;0;0;0;0;18040900;0;1;2;7360000;
01.01.2013;12;M5;0;0;0;0;18040900;0;1;5;6888000;
01.01.2013;12;M6;0;0;0;0;18040900;0;1;6;8415500;
01.01.2013;2;M1;0;0;0;0;18040800;0;1;0;6352000;
01.01.2013;2;M2;0;0;0;0;18040800;0;1;0;7320000;
01.01.2013;2;M3;0;0;0;0;18040800;0;1;0;7270000;
01.01.2013;2;M4;0;0;0;0;18040800;0;1;0;7275000;
01.01.2013;2;M5;0;0;0;0;18040800;0;1;0;6874000;
01.01.2013;2;M6;0;0;0;0;18040800;0;1;0;6195000;
01.01.2013;2;M7;0;0;0;0;18040800;0;1;0;9314400;
01.01.2013;2;M8;0;0;0;0;18040800;0;1;0;7122400;
01.01.2013;2;M9;0;0;0;0;18040800;0;1;0;6867700;
01.01.2013;2;M10;0;0;0;0;18040800;0;1;0;6403500;
01.01.2013;2;M11;0;0;0;0;18040800;0;1;0;6538500;
01.01.2013;2;M12;0;0;0;0;18040800;0;1;0;6392500;
01.01.2013;12;M1;0;0;0;0;18040800;0;1;1;6601000;
01.01.2013;12;M2;0;0;0;0;18040800;0;1;2;6248000;
01.01.2013;12;M3;0;0;0;0;18040800;0;1;3;6866000;
01.01.2013;12;M4;0;0;0;0;18040800;0;1;4;6735000;
01.01.2013;12;M5;0;0;0;0;18040800;0;1;5;6724500;
01.01.2013;12;M6;0;0;0;0;18040800;0;1;6;6987500;
01.01.2013;12;M7;0;0;0;0;18040800;0;1;7;8513400;
01.01.2013;12;M8;0;0;0;0;18040800;0;1;8;7122400;
01.01.2013;12;M9;0;0;0;0;18040800;0;1;9;6867700;
01.01.2013;12;M10;0;0;0;0;18040800;0;1;10;6403500;
01.01.2013;12;M11;0;0;0;0;18040800;0;1;11;6538500;
01.01.2013;12;M12;0;0;0;0;18040800;0;1;12;6392500;
01.01.2013;2;M1;0;0;0;0;18040700;0;1;0;6601000;
01.01.2013;2;M2;0;0;0;0;18040700;0;1;0;6248000;
01.01.2013;2;M3;0;0;0;0;18040700;0;1;0;6866000;
01.01.2013;2;M4;0;0;0;0;18040700;0;1;0;6735000;
01.01.2013;2;M5;0;0;0;0;18040700;0;1;0;6724500;
01.01.2013;2;M6;0;0;0;0;18040700;0;1;0;6987500;
01.01.2013;2;M7;0;0;0;0;18040700;0;1;0;8513400;
01.01.2013;2;M8;0;0;0;0;18040700;0;1;0;1325300;
01.01.2013;2;M9;0;0;0;0;18040700;0;1;0;1766000;
01.01.2013;2;M10;0;0;0;0;18040700;0;1;0;1627000;
01.01.2013;2;M11;0;0;0;0;18040700;0;1;0;1420000;
01.01.2013;2;M12;0;0;0;0;18040700;0;1;0;1643000;
01.01.2013;12;M1;0;0;0;0;18040700;0;1;1;1468000;
01.01.2013;12;M2;0;0;0;0;18040700;0;1;2;1468000;
01.01.2013;12;M3;0;0;0;0;18040700;0;1;3;1350000;
01.01.2013;12;M4;0;0;0;0;18040700;0;1;4;1310000;
01.01.2013;12;M5;0;0;0;0;18040700;0;1;5;1350000;
01.01.2013;12;M6;0;0;0;0;18040700;0;1;6;1050000;
01.01.2013;12;M7;0;0;0;0;18040700;0;1;7;722700;
01.01.2013;12;M8;0;0;0;0;18040700;0;1;8;1325300;
01.01.2013;12;M9;0;0;0;0;18040700;0;1;9;1766000;
01.01.2013;12;M10;0;0;0;0;18040700;0;1;10;1627000;
01.01.2013;12;M11;0;0;0;0;18040700;0;1;11;1420000;
01.01.2013;12;M12;0;0;0;0;18040700;0;1;12;1643000;
01.01.2013;2;M1;0;0;0;0;18040600;0;1;0;1468000;
01.01.2013;2;M2;0;0;0;0;18040600;0;1;0;1468000;
01.01.2013;2;M3;0;0;0;0;18040600;0;1;0;1350000;
01.01.2013;2;M4;0;0;0;0;18040600;0;1;0;1310000;
01.01.2013;2;M5;0;0;0;0;18040600;0;1;0;1350000;
01.01.2013;2;M6;0;0;0;0;18040600;0;1;0;1050000;
01.01.2013;2;M7;0;0;0;0;18040600;0;1;0;722700;
01.01.2013;2;M8;0;0;0;0;18040600;0;1;0;24732100;
01.01.2013;2;M9;0;0;0;0;18040600;0;1;0;23456900;
01.01.2013;2;M10;0;0;0;0;18040600;0;1;0;26596800;
01.01.2013;2;M11;0;0;0;0;18040600;0;1;0;22813900;
01.01.2013;2;M12;0;0;0;0;18040600;0;1;0;22252100;
01.01.2013;12;M1;0;0;0;0;18040600;0;1;1;25400000;
01.01.2013;12;M2;0;0;0;0;18040600;0;1;2;22700000;
01.01.2013;12;M3;0;0;0;0;18040600;0;1;3;23000000;
01.01.2013;12;M4;0;0;0;0;18040600;0;1;4;26700000;
01.01.2013;12;M5;0;0;0;0;18040600;0;1;5;23280000;
01.01.2013;12;M6;0;0;0;0;18040600;0;1;6;24478000;
01.01.2013;12;M7;0;0;0;0;18040600;0;1;7;34590200;
01.01.2013;12;M8;0;0;0;0;18040600;0;1;8;24732100;
01.01.2013;12;M9;0;0;0;0;18040600;0;1;9;23456900;
01.01.2013;12;M10;0;0;0;0;18040600;0;1;10;26596800;
01.01.2013;12;M11;0;0;0;0;18040600;0;1;11;22813900;
01.01.2013;12;M12;0;0;0;0;18040600;0;1;12;22252100;
01.01.2013;2;M1;0;0;0;0;18040500;0;1;0;25400000;
01.01.2013;2;M2;0;0;0;0;18040500;0;1;0;22700000;
01.01.2013;2;M3;0;0;0;0;18040500;0;1;0;23000000;
01.01.2013;2;M4;0;0;0;0;18040500;0;1;0;26700000;
01.01.2013;2;M5;0;0;0;0;18040500;0;1;0;23280000;
01.01.2013;2;M6;0;0;0;0;18040500;0;1;0;24478000;
01.01.2013;2;M7;0;0;0;0;18040500;0;1;0;34590200;
01.01.2013;2;M8;0;0;0;0;18040500;0;1;0;18874100;
01.01.2013;2;M9;0;0;0;0;18040500;0;1;0;16360500;
01.01.2013;2;M10;0;0;0;0;18040500;0;1;0;16761300;
01.01.2013;2;M11;0;0;0;0;18040500;0;1;0;17505400;
01.01.2013;2;M12;0;0;0;0;18040500;0;1;0;17483400;
01.01.2013;12;M1;0;0;0;0;18040500;0;1;1;17113000;
01.01.2013;12;M2;0;0;0;0;18040500;0;1;2;15335000;
01.01.2013;12;M3;0;0;0;0;18040500;0;1;3;13412000;
01.01.2013;12;M4;0;0;0;0;18040500;0;1;4;17530000;
01.01.2013;12;M5;0;0;0;0;18040500;0;1;5;14525000;
01.01.2013;12;M6;0;0;0;0;18040500;0;1;6;17523500;
01.01.2013;12;M7;0;0;0;0;18040500;0;1;7;27576800;
01.01.2013;12;M8;0;0;0;0;18040500;0;1;8;18874100;
01.01.2013;12;M9;0;0;0;0;18040500;0;1;9;16360500;
01.01.2013;12;M10;0;0;0;0;18040500;0;1;10;16761300;
01.01.2013;12;M11;0;0;0;0;18040500;0;1;11;17505400;
01.01.2013;12;M12;0;0;0;0;18040500;0;1;12;17483400;
01.01.2013;2;M1;0;0;0;0;18040200;0;1;0;17113000;
01.01.2013;2;M2;0;0;0;0;18040200;0;1;0;15335000;
01.01.2013;2;M3;0;0;0;0;18040200;0;1;0;13412000;
01.01.2013;2;M4;0;0;0;0;18040200;0;1;0;17530000;
01.01.2013;2;M5;0;0;0;0;18040200;0;1;0;14525000;
01.01.2013;2;M6;0;0;0;0;18040200;0;1;0;17523500;
01.01.2013;2;M7;0;0;0;0;18040200;0;1;0;27576800;
01.01.2013;2;M8;0;0;0;0;18040200;0;1;0;581500;
01.01.2013;2;M9;0;0;0;0;18040200;0;1;0;850100;
01.01.2013;2;M10;0;0;0;0;18040200;0;1;0;402700;
01.01.2013;2;M11;0;0;0;0;18040200;0;1;0;279100;
01.01.2013;2;M12;0;0;0;0;18040200;0;1;0;584300;
01.01.2013;12;M1;0;0;0;0;18040200;0;1;1;219200;
01.01.2013;12;M2;0;0;0;0;18040200;0;1;2;550000;
01.01.2013;12;M3;0;0;0;0;18040200;0;1;3;1110000;
01.01.2013;12;M4;0;0;0;0;18040200;0;1;4;500000;
01.01.2013;12;M5;0;0;0;0;18040200;0;1;5;850000;
01.01.2013;12;M6;0;0;0;0;18040200;0;1;6;601700;
01.01.2013;12;M7;0;0;0;0;18040200;0;1;7;471400;
01.01.2013;12;M8;0;0;0;0;18040200;0;1;8;581500;
01.01.2013;12;M9;0;0;0;0;18040200;0;1;9;850100;
01.01.2013;12;M10;0;0;0;0;18040200;0;1;10;402700;
01.01.2013;12;M11;0;0;0;0;18040200;0;1;11;279100;
01.01.2013;12;M12;0;0;0;0;18040200;0;1;12;584300;
01.01.2013;2;M1;0;0;0;0;18040100;0;1;0;219200;
01.01.2013;2;M2;0;0;0;0;18040100;0;1;0;550000;
01.01.2013;2;M3;0;0;0;0;18040100;0;1;0;1110000;
01.01.2013;2;M4;0;0;0;0;18040100;0;1;0;500000;
01.01.2013;2;M5;0;0;0;0;18040100;0;1;0;850000;
01.01.2013;2;M6;0;0;0;0;18040100;0;1;0;601700;
01.01.2013;2;M7;0;0;0;0;18040100;0;1;0;471400;
01.01.2013;2;M8;0;0;0;0;18040100;0;1;0;525600;
01.01.2013;2;M9;0;0;0;0;18040100;0;1;0;553500;
01.01.2013;2;M10;0;0;0;0;18040100;0;1;0;269500;
01.01.2013;2;M11;0;0;0;0;18040100;0;1;0;339300;
01.01.2013;2;M12;0;0;0;0;18040100;0;1;0;319800;
01.01.2013;12;M1;0;0;0;0;18040100;0;1;1;467900;
01.01.2013;12;M2;0;0;0;0;18040100;0;1;2;260000;
01.01.2013;12;M3;0;0;0;0;18040100;0;1;3;1095000;
01.01.2013;12;M4;0;0;0;0;18040100;0;1;4;470000;
01.01.2013;12;M5;0;0;0;0;18040100;0;1;5;450000;
01.01.2013;12;M6;0;0;0;0;18040100;0;1;6;620000;
01.01.2013;12;M7;0;0;0;0;18040100;0;1;7;1129400;
01.01.2013;12;M8;0;0;0;0;18040100;0;1;8;525600;
01.01.2013;12;M9;0;0;0;0;18040100;0;1;9;553500;
01.01.2013;12;M10;0;0;0;0;18040100;0;1;10;269500;
01.01.2013;12;M11;0;0;0;0;18040100;0;1;11;339300;
01.01.2013;12;M12;0;0;0;0;18040100;0;1;12;319800;
01.01.2013;2;M1;0;0;0;0;18030200;0;1;0;467900;
01.01.2013;2;M2;0;0;0;0;18030200;0;1;0;260000;
01.01.2013;2;M3;0;0;0;0;18030200;0;1;0;1095000;
01.01.2013;2;M4;0;0;0;0;18030200;0;1;0;470000;
01.01.2013;2;M5;0;0;0;0;18030200;0;1;0;450000;
01.01.2013;2;M6;0;0;0;0;18030200;0;1;0;620000;
01.01.2013;2;M7;0;0;0;0;18030200;0;1;0;1129400;
01.01.2013;2;M8;0;0;0;0;18030200;0;1;0;83416200;
01.01.2013;2;M9;0;0;0;0;18030200;0;1;0;95872600;
01.01.2013;2;M10;0;0;0;0;18030200;0;1;0;94576600;
